id,category,title,severity,code,field,detail
ku28,kurd,תבשיל גבינה ועגבניות,medium,short_step,steps[4],"שלב 4 קצר מאוד (18 תווים): ""מגישים עם לחם טרי."""
ku30,kurd,מרק בצל כורדי,medium,short_step,steps[5],"שלב 5 קצר מאוד (19 תווים): ""מגישים עם לחם קלוי."""
as8,ashk,קרפלך (כיסוני בשר),medium,short_step,steps[5],"שלב 5 קצר מאוד (16 תווים): ""מגישים במרק עוף."""
as12,ashk,צימעס (גזר עם פירות יבשים),medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מבשלים 20 דקות."""
as14,ashk,בלינצ׳ס (פנקייק שמרים),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""תפיחה 30–40 דקות."""
as15,ashk,עוגת שמרים עם קינמון (שטרויזל),medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מחממים תנור 180."""
as17,ashk,פשטידת גבינה (קוגל גבינה),medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""אופים 45 דקות."""
as18,ashk,איינגמאכ׳טס (ריבת צנוניות),medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""יוצקים לצנצנות."""
as23,ashk,סלט הרינג (דג מלוח),medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""מצננים שעה לפחות."""
as25,ashk,מרק ירק אשכנזי,medium,short_step,steps[2],"שלב 2 קצר מאוד (11 תווים): ""מסירים קצף."""
as26,ashk,לאקסנין קופ (ראש אטריות),medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מחממים תנור 180."""
as28,ashk,עוגת תפוחים שמרים,medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מחממים תנור 175."""
as28,ashk,עוגת תפוחים שמרים,medium,short_step,steps[4],"שלב 4 קצר מאוד (16 תווים): ""מכסים בבצק השני."""
as28,ashk,עוגת תפוחים שמרים,medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""אופים 33–35 דקות."""
as30,ashk,חנקלך (לחמניות מטוגנות),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""מפזרים אבקת סוכר."""
ye8,yem,אסיד (בצק בישול),medium,short_step,steps[1],"שלב 1 קצר מאוד (19 תווים): ""מרתיחים מים עם מלח."""
ye9,yem,פחסה (ראש כבש),medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""לרתיחה. מסירים קצף."""
ye14,yem,שניה (בצק מטוגן ממולא),medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""מערבבים מילוי."""
ye15,yem,מרק פחסה (ציר עצמות),medium,short_step,steps[3],"שלב 3 קצר מאוד (11 תווים): ""מסירים קצף."""
ye18,yem,ביניות (ירקות מבושלים),medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מוסיפים תבלינים."""
ye18,yem,ביניות (ירקות מבושלים),medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מוסיפים ירקות ומים."""
ye21,yem,בנת א-שאן (לחם דבש),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 23–25 דקות."""
ye22,yem,מרק עוף תימני עם זחוק,medium,short_step,steps[2],"שלב 2 קצר מאוד (11 תווים): ""מסירים קצף."""
ye23,yem,כחלן (כבד עוף מטוגן),medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מתבלים כבד."""
ye24,yem,גרגושה (עוגיות טחינה תימניות),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 165."""
ye24,yem,גרגושה (עוגיות טחינה תימניות),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
ye24,yem,גרגושה (עוגיות טחינה תימניות),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
ye26,yem,אל-פת (לחם עגול אפוי),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""מגישים חם עם גהי."""
ye28,yem,חבש (עוגת דבש),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
ye28,yem,חבש (עוגת דבש),medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מקציפים ביצים ודבש."""
ye28,yem,חבש (עוגת דבש),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 33–35 דקות."""
ye30,yem,מן (לחם סוכר ואניס),medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מחממים תנור 175."""
ye30,yem,מן (לחם סוכר ואניס),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 28–30 דקות."""
pe12,pers,כבב קובידה (קציצה פרסית),medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מקרר 30 דקות."""
pe19,pers,ג׳וז׳ (ממרח אגוזי מלך),medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""מגישים עם לחם."""
pe23,pers,נאן-ה-ברנג׳ (עוגיות אורז פרסיות),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 160."""
pe23,pers,נאן-ה-ברנג׳ (עוגיות אורז פרסיות),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""מקשטים בפיסטוקים."""
pe23,pers,נאן-ה-ברנג׳ (עוגיות אורז פרסיות),medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""אופים 18–20 דקות."""
pe25,pers,מרגן (לחם שטוח),medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""אופים 6–8 דקות."""
bu8,buk,שורבה (מרק בוכרי),medium,short_step,steps[2],"שלב 2 קצר מאוד (11 תווים): ""מסירים קצף."""
bu9,buk,ירוגי (סלט ירקות בוכרי),medium,short_step,steps[3],"שלב 3 קצר מאוד (11 תווים): ""מגישים מיד."""
bu12,buk,קיסמיק (חזרת עם סלק),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מגרדים סלק מבושל."""
bu12,buk,קיסמיק (חזרת עם סלק),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""מצננים לפני הגשה."""
bu17,buk,דימלמה (ירקות ממולאים),medium,short_step,steps[1],"שלב 1 קצר מאוד (13 תווים): ""מכינים מילוי."""
bu17,buk,דימלמה (ירקות ממולאים),medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מכינים רוטב."""
bu19,buk,נאן-ה-קנד (לחם מתוק),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 23–25 דקות."""
bu21,buk,קסונסוי (כיסוני בשר קטנים),medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מכינים מילוי."""
bu27,buk,משוא (חציל בשמן),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מצננים לפני הגשה."""
bu28,buk,נישאלדה (ריבת ורדים),medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""יוצקים לצנצנות."""
bu29,buk,טמל (עוגיות שמן),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 165."""
bu29,buk,טמל (עוגיות שמן),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
bu29,buk,טמל (עוגיות שמן),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
bu30,buk,חלואי לוח (חלווה גזר),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""מוסיפים מי ורדים."""
tn8,tun,לחם תוניסי (חובז),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 22–25 דקות."""
tn9,tun,מרק קוסקוס (צ׳ורבה),medium,short_step,steps[5],"שלב 5 קצר מאוד (16 תווים): ""ממשיכים 20 דקות."""
tn18,tun,כבב תוניסי בחריסה,medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""מחממים גריל חם."""
tn21,tun,גרבאח׳ (עוגיות שקדים),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
tn21,tun,גרבאח׳ (עוגיות שקדים),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
tn21,tun,גרבאח׳ (עוגיות שקדים),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
tn21,tun,גרבאח׳ (עוגיות שקדים),medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""מפזרים אבקת סוכר."""
tn22,tun,מרזגן (חמוצים תוניסיים),medium,short_step,steps[4],"שלב 4 קצר מאוד (16 תווים): ""שלושה ימים בחדר."""
tn25,tun,מחלביה (פודינג ורד),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מוסיפים מי ורדים."""
tn25,tun,מחלביה (פודינג ורד),medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""מקשטים בפיסטוקים."""
tn26,tun,עג׳ה (חביתה ירקות),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
tn26,tun,עג׳ה (חביתה ירקות),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מחממים שמן במחבת."""
tn27,tun,גריוון (עוגיית שמן),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 165."""
tn27,tun,גריוון (עוגיית שמן),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
tn27,tun,גריוון (עוגיית שמן),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
tn28,tun,כבדה חריפה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""מתבלים כבד."""
tn29,tun,סמסה תוניסית (מאפה גבינה),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
tn29,tun,סמסה תוניסית (מאפה גבינה),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
is10,isr,עוף בפול ירוק,medium,short_step,steps[2],"שלב 2 קצר מאוד (19 תווים): ""מוסיפים עוף ומשחים."""
is11,isr,עוגיות הקפה (עוגיות שוקולד),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
is11,isr,עוגיות הקפה (עוגיות שוקולד),medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מערבבים הכל לבצק."""
is11,isr,עוגיות הקפה (עוגיות שוקולד),medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 13–15 דקות."""
is15,isr,עוף שוק מרינד לימון-שום,medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מחממים תנור 200."""
is17,isr,עוגת תפוחים ישראלית,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
is17,isr,עוגת תפוחים ישראלית,medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אופים 50 דקות."""
is19,isr,ג׳חנון ישראלי (גרסה מהירה),medium,short_step,steps[3],"שלב 3 קצר מאוד (19 תווים): ""מניחים בתבנית שמנה."""
is20,isr,קרמבו ביתי,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
is22,isr,לחמניות שמרים עם זרעים,medium,short_step,steps[4],"שלב 4 קצר מאוד (17 תווים): ""אופים 16–18 דקות."""
is25,isr,עוגת שוקולד חוקית,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
is27,isr,ממרח גבינה עם עגבניות,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מגישים עם לחם טרי."""
is28,isr,חמין ישראלי,medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""מוסיפים תבלינים."""
is29,isr,גזפצ׳ו ישראלי,medium,short_step,steps[1],"שלב 1 קצר מאוד (18 תווים): ""טוחנים הכל בבלנדר."""
is30,isr,עוגיות קוקוס,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 170."""
is30,isr,עוגיות קוקוס,medium,short_step,steps[2],"שלב 2 קצר מאוד (12 תווים): ""מערבבים הכל."""
tr1,turk,בורקס טורקי — גבינה ופטרוזיליה,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
tr7,turk,ג׳אג׳יק (יוגורט מלפפון),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מצננים שעה לפחות."""
tr8,turk,חנום (כיסוני בשר אפויים),medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מכינים מילוי."""
tr8,turk,חנום (כיסוני בשר אפויים),medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""מאדים 20 דקות."""
tr9,turk,פאסטל (פשטידת בשר),medium,short_step,steps[6],"שלב 6 קצר מאוד (17 תווים): ""אופים 33–35 דקות."""
tr11,turk,בריאם (ירקות אפויים),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""אופים 38–40 דקות."""
tr13,turk,אימאם ביילדי (חצילים ממולאים),medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אופים 35 דקות."""
tr16,turk,פאשטל (סמבוסק אפוי),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
tr16,turk,פאשטל (סמבוסק אפוי),medium,short_step,steps[3],"שלב 3 קצר מאוד (14 תווים): ""מערבבים מילוי."""
tr17,turk,כבב איסטנבול,medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מקרר 15 דקות."""
tr18,turk,מוחלבייה (פודינג ורד),medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מוסיפים מי ורדים."""
tr20,turk,שושה (ריבת אגוזים),medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""יוצקים לצנצנות."""
tr21,turk,קאדאיף (חוטי בצק במי ורדים),medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 180."""
tr21,turk,קאדאיף (חוטי בצק במי ורדים),medium,short_step,steps[5],"שלב 5 קצר מאוד (13 תווים): ""מכינים סירופ."""
tr22,turk,מרמלאדה (ריבת תפוז),medium,short_step,steps[2],"שלב 2 קצר מאוד (16 תווים): ""סוחטים מיץ תפוז."""
tr22,turk,מרמלאדה (ריבת תפוז),medium,short_step,steps[5],"שלב 5 קצר מאוד (15 תווים): ""יוצקים לצנצנות."""
tr25,turk,אורז פילאף (טורקי),medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אידוי 10 דקות."""
tr26,turk,מוסקה טורקית-יהודית,medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אופים 30 דקות."""
tr27,turk,סרמה (עלי גפן ממולאים),medium,short_step,steps[2],"שלב 2 קצר מאוד (15 תווים): ""גוללים עלי גפן."""
tr28,turk,בקלאוה טורקית,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מחממים תנור 175."""
tr28,turk,בקלאוה טורקית,medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""אופים 28–30 דקות."""
tr29,turk,חלבה טורקית (חלבה שומשום),medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מחממים טחינה לחמה."""
tr29,turk,חלבה טורקית (חלבה שומשום),medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""מצננים 2 שעות."""
tr30,turk,פשטידת אורז ועוף טורקית,medium,short_step,steps[2],"שלב 2 קצר מאוד (12 תווים): ""מערבבים הכל."""
sn30,soups,קלדו ברדו — ציר ספרדי יהודי עמוק,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מסירים קצף בקפידה."""
dn19,des,קראב-ביסו — עוגיות תמרים ושקדים לאורח,medium,short_step,steps[5],"שלב 5 קצר מאוד (17 תווים): ""מפדרים אבקת סוכר."""
sle19,salads,סלט תפוז וזיתים מרוקאי,medium,few_steps,steps,רק 1 שלבים (מומלץ לפחות 2)
sle21,salads,סלט ביצים קשות ועגבניות מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מפזרים פטרוזיליה."""
nk_hv3,nonkosher,קוסקוס ים,medium,short_step,steps[2],"שלב 2 קצר מאוד (12 תווים): ""מוסיפים מים."""
nk_spv2,nonkosher,קלאמרס — דיונון,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
nk_spv2,nonkosher,קלאמרס — דיונון,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים דיו."""
nk_spv2,nonkosher,קלאמרס — דיונון,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 25 דקות."""
nk_se9,nonkosher,מרק בצל מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מוסיפים כמון ומרק."""
nk_chf3,nonkosher,עוף עם תפוח ועלי דפנה,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
nk_chf3,nonkosher,עוף עם תפוח ועלי דפנה,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 35 דקות."""
nk_add43,nonkosher,כבש עם גרגרי חרדל,medium,short_step,steps[3],"שלב 3 קצר מאוד (12 תווים): ""מוסיפים מים."""
nk_add43,nonkosher,כבש עם גרגרי חרדל,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 60 דקות."""
nk_ex26,nonkosher,עוף ממולא לחינה — דארג,medium,short_step,steps[3],"שלב 3 קצר מאוד (13 תווים): ""מורחים ציפוי."""
nk_ex31,nonkosher,טאג׳ין כרוב ובשר,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 55 דקות."""
nk_cw3,nonkosher,עוף עם אנשובי ורוזמרין,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
nk_cw3,nonkosher,עוף עם אנשובי ורוזמרין,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מבשלים 42 דקות."""
nk_chfx2,nonkosher,עוף עם גרגרי חרדל,medium,short_step,steps[1],"שלב 1 קצר מאוד (11 תווים): ""צורבים עוף."""
nk_chfx2,nonkosher,עוף עם גרגרי חרדל,medium,short_step,steps[2],"שלב 2 קצר מאוד (18 תווים): ""מוסיפים שום וחרדל."""
nk_chfx2,nonkosher,עוף עם גרגרי חרדל,medium,short_step,steps[3],"שלב 3 קצר מאוד (17 תווים): ""מוסיפים יין ומים."""
nk_me9,nonkosher,קציצות עם כרישה,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""מכינים קציצות."""
nk_me9,nonkosher,קציצות עם כרישה,medium,short_step,steps[3],"שלב 3 קצר מאוד (13 תווים): ""מוסיפים שמנת."""
nk_ku30,nonkosher,מרק בצל כורדי,medium,short_step,steps[5],"שלב 5 קצר מאוד (19 תווים): ""מגישים עם לחם קלוי."""
nk_tr8,nonkosher,חנום (כיסוני בשר אפויים),medium,short_step,steps[2],"שלב 2 קצר מאוד (13 תווים): ""מכינים מילוי."""
nk_tr8,nonkosher,חנום (כיסוני בשר אפויים),medium,short_step,steps[4],"שלב 4 קצר מאוד (14 תווים): ""מאדים 20 דקות."""
nk_tr26,nonkosher,מוסקה טורקית-יהודית,medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אופים 30 דקות."""
